title,artist,like_cnt,lyrics,release_date
결국 넘어가는 사람은 나였다,CHERRYSHH (체리씨),57,"야 너 다 알잖아
자꾸 눈이 마주쳐
쉽지 않은 기회 알잖아
이거 플러팅 아님 여우짓이야
지금 넘어오면 모른척할게
네가 꼬신걸로 넘어가줄게
내가 남긴 흔적 따라 chase me babe
나 많이 기다렷잖아
you 참을성 없는거 알아
어른인척 안해도 이성잡지 않아도
내가 다 이해할게
아니 원해 be Ami
so please call me nabi

나비가 되어
너에게 갈거야
알아 네 마음
아니라면 내가 미안
나는 말이야
너가 너무 좋아서
알지? 내마음
모른다면 내가 미안

겁먹지마 내게 좀더 다가와봐
값어치를 따질 때가 아니잖아
이건좀 위험해
보일지는 몰라도
너만은 날
잡아줄것만 같은데
눈 딱 감고 날 따라와 주길 바래

갈색 눈
귀여운 너의 헤어스타일부터
내 취향에 들어맞는 너의 모든것들이
나를 자극해 눈뗄 수 없게해
네가 좋아하는 너희집 고양이보다도
너에게 이쁨받고 싶은데
내 마음을
어떻게 해
난 사실 아무것도 모르는 나비일 뿐인데

나비가 되어
너에게 갈거야
알아 네 마음
아니라면 내가 미안

나는 말이야
너가 너무 좋아서
알지? 내 마음
모른다면 내가 미안

나비가 되어
너에게 갈거야
알아? 내 마음
아니라면 내가 미안",2024.09.27
SOEUM,Meritt,3,"이건 도시속 소음
벗어나기위해 발버둥쳐
Spend it lotta cash
Spend lotta bands
이건 못 고쳐
생각대로 되지않는 날도 많았었다고요
난 필요없다 생각했지
남들에게 받는 도움

난 지금 과거에 비춰진
내 모습이 두려워서 피했지
허구한 날 가사에서는 pop a pill
이미 내 머리속은 혼잡해있지

난 지금 과거에 비춰진
내 모습이 두려워서 피했지
허구한 날 가사에서는 pop a pill
이미 내 머리속은 혼잡해있지

거지같고 죽은 삶 like 데드풀
그런 나의 형태를 없애 like 세스코
이런삶 저런 사람 다 잊고
살아가 누구보다 날 믿고
가끔은 썼지 100k on my daily look
옷들을 모으기도 했었지 색깔별로
이젠 허상에대한 건 좀 시니컬
머리는 비우고 내 마음을 더 채웠어

난 지금 과거에 비춰진
내 모습이 두려워서 피했지
허구한 날 가사에서는 pop a pill
이미 내 머리속은 혼잡해있지

난 지금 과거에 비춰진
내 모습이 두려워서 피했지
허구한 날 가사에서는 pop a pill
이미 내 머리속은 혼잡해있지

난 지금 과거에 비춰진
내 모습이 두려워서 피했지
허구한 날 가사에서는 pop a pill
이미 내 머리속은 혼잡해있지

난 지금 과거에 비춰진
내 모습이 두려워서 피했지
허구한 날 가사에서는 pop a pill
이미 내 머리속은 혼잡해있지

난 지금 과거에 비춰진
내 모습이 두려워서 피했지
허구한 날 가사에서는 pop a pill
이미 내 머리속은 혼잡해있지",2024.09.27
밤걸음,Gravi-T,1,"아직 환한 도시 속의 Cast Away
끝에 닿지 않는 밤의 위를 표류하고 있어
사람들의 볼 일 없는 말들은
아무것도 싣고 오지 않는
파도 소리 같아

웃고 떠드는 사람들 그 사이로
갈 곳 없는 발걸음을 옮겨

그냥 걷고 있는 건데
내가 길을 잃은 거래
잠시 멈춰 설 곳도 하나 없는데

못 다 쉰 숨을 돌리고
밤을 비우고 나면
그래 이제
돌아가야겠지 나

폰에 떠 있는 알림들을 애써 못 본 체하고
아무렇지 않은 것처럼 그냥 누워 있어
아무 말 없는 고양이가 오늘은 미워 보여
애써 위해주려 하는 말들도 듣기 싫지만

잘 될 거라는 그 말
진심인 거 알아, 고맙지만

그냥 걷고 있는 건데
내가 길을 잃은 거래
잠시 멈춰 설 곳도 하나 없는데

못 다 쉰 숨을 돌리고
밤을 비우고 나면
그래 이제
돌아가야겠지 나

못 다 한 일들과
봐야 할 얼굴들이 많지만
오늘은 미안해
날 혼자 있게 해줘

그냥 걷고 있는 건데
내가 길을 잃은 거래
잠시 멈춰 설 곳도 하나 없는데

못 다 쉰 숨을 돌리고
밤을 비우고 나면
그래 이제
돌아가야겠지 나

그냥 걷고 있는 건데
내가 길을 잃은 거래
잠시 멈춰 설 곳도 하나 없는데

못 다 쉰 숨을 돌리고
밤을 비우고 나면
그래 이제
돌아가야겠지 나",2024.09.27
Was It You,Roy Diller,4,"we don’t talk even in morning
ain’t nothing looking lovely
air too heavy in this room
spending hours like I should
it feels like time is slowing
down, even stopped flowing
now we got nothing new
the flame went off, that’s true
now I’m trynna end this better
you said you need my company
so I done gave you everything you need
emotional love, material love, physical love
I committed that part of my life
Imma say I’m done for it, like you expected
now my mind is full of papers, run the checks up
so it’s 6 in the morning,
I’m still in the stu with nobody
this shit feels way finer

Was it you, who said
gon’ stay with me forever?
girl I’d been on the edge
tell me, where’d you been?
now I live different days
that means my life has changed
promise, broken like glass
it’s time to let go
writing this song, yeah it isn’t for you

my deep inside, I was never in secured
situations, but fluctuations
girl you never called me with this urgency
don't even wanna care bout your purposes
I’m livin’ good, makin’ right
with my gang, my life’s movie-like
nothing like the days you tore me apart
since then I’ve been doubting
everybody around me,
now I can't say the love I getting is real yeah
cuz I couldn't know the love I got was lie or not
but thank that I’ll never get lover like you, nah
it was love game from the love affair
it was my bad to play fore I prepared
frosted heart, I became, I like it now
cuz all the pains can’t paint my heart no more

Was it you, who said
gon’ stay with me forever?
girl I’d been on the edge
tell me, where’d you been?
now I live different days
that means my life has changed
promise, broken like glass
it’s time to let go
writing this song, yeah it isn’t for you",2024.09.27
너나잘하셔 (feat. meenoi),Gist,0,"그만 좀 해
이건 어쨌다 저건 저쨌다
어쩔 건데
우리가 이별하기를
바라는 거야?
알아서 할게
그만 좀 귀찮게 하고
너 할거나 잘하셔

내가 뭘 입든 간에
뭘 먹든 간에
어떤 여자들이랑 뭘 하든 간에
클럽에서 내가 놀든 말든
어쩌라고 난 아직도 어린데
걱정하는 척하지 않아도 돼
어차피 밖에서 만날 일 없으니까
그냥 몇 번 마주친
클럽 친구에서 끝이야
술 몇 번 적신 정도지
우리 집도 안 와봤잖아
생색내지 마
보태준 거 하나도 없어 넌
내 노래 제목도 모르면서

그만 좀 해
이건 어쨌다 저건 저쨌다
어쩔 건데
우리가 이별하기를
바라는 거야?
알아서 할게
그만 좀 귀찮게 하고
너 할거나 잘하셔

화도 났다가
다시 웃기를 수어번
비 온 뒤에 땅이 굳어지듯이
그런 마음인 걸 몰라 넌
이대로 지나간다면 어쩔 수 없겠지만
수백 번 사랑을 말했어도
딱 한 번 이별을 말할 때
행복했던 시간들은
다 어디로 가는데
난 혼자 남아있네

그만 좀 해
이건 어쨌다 저건 저쨌다
어쩔 건데
우리가 이별하기를
바라는 거야?
알아서 할게
그만 좀 귀찮게 하고
너 할 거나 잘하셔",2024.09.26
dlTwksgdk,신애(Sinae),307,"있잖아
나 너무 외로워
매일 매일 난 그래
좋아하다 관두는게 세상에서 제일 어려워
사랑도 말야
뜨겁게 밖에 할 줄 몰라

난 계속 이렇게 할 것 같은데
너만 좋아하고 기다릴거야
그게 싫거나
너도 똑같이 해 줄 자신이 없다면
미리 말해줘
이미 늦은 것 같단 말야

늘 너만 생각하라고 말하지 말고
계속 사랑해줄거라고
거짓말하지 말아줘

제발 날 속여서
이 지경으로 만들지 말아줘
난 주체할 수 없을 만큼 네가 좋아 너무
그래, 네 마음에 들게
내 전부를 다 바꿔놓고
널 이제 그만 생각하라고 하지 말아줘

Baby please don't break me
You're the one who makes me
Baby please don't hate me
You're the one who saves me

이제와 날 싫어하지 마
늘 뭐하는지 알려달라며
그래놓고 너는 점점 사라져버리면
머리가 아득해져 가슴이 뚫릴 것만 같아

늘 너만 생각하라고 말하지 말고
계속 사랑해줄거라고
거짓말하지 말아줘

제발 널 이제 그만 좋아하라고 하지 말아줘
심장도 꺼내 바칠 만큼 널 사랑해 너무
다시는 돌아오지 않을 것처럼
자꾸만 멀어지지 말아줘
날 찢어버리지 말아줘

Baby please don't break me
You're the one who makes me
Baby please don't hate me
You're the one who saves me

있잖아 나 사실 괴로워
왜 완전할 수 없을까
그저 날 더 좋아해주길 바라는건데
조금 부족할 뿐인데
날 부수지 말아줘
떠나지 말아줘",2024.09.26
그때 그때 그때,레이나 (Raina),640,"Love me again
Baby don't say goodbye
I just never live without you

내게 다시 그대만한 사람은 없네요
슬픈 이 계절이 다 지나기전에
우리 다시 만나요
눈물나게 다시 안아줘
그때 그때 그때처럼

너무 큰 욕심일까?
다시 만약 만나자고 말하면
Am I being too selfish?
그래도 낫지 않을까 후회보다는
수많은 생각들 통제 불가능

계속 마음 무게 저울질
답은 이미 너인지
알면서 뭐가 문제지?
You know the problem is

Memories of you
Can’t be replaced
Can’t do nothing

내게 다시 그대만한 사람은 없네요
슬픈 이 계절이 다 지나기전에
우리 다시 만나요
눈물나게 다시 안아줘
그때 그때 그때처럼

네가 없는 난 안 괜찮아
아프다니까 거짓말 안 해 진짜야
기분 설정 I guess sad mode
잠들 때 빼곤 힘들어 깨어 있는 건
Don’t wanna wake up

입맛도 없어 only go to bedroom bathroom
약 없이는 too painful
I really miss your smile
Hope it’s not too late

그래 그대 그렇게
웃게 해 줄게
마치 예전 우리
그때 그때 그때

오늘처럼 니 생각에 잠 못드는 밤에
밤공기가 좋아 걷기 딱 좋은날
우리 다시 만나요
달려나가 꽉 안아줄게
그때 그때 그때처럼",2024.09.26
"Give me! (Song By Neeun) (Prod. RYUKIE, WJDLEE)",KozyPop,72,"홀리듯 보는 눈웃음이
어쩔 거야 이 이목구비
그리고 이어진 행동이
날 벗어나지 못하게 해
이상해 like a weirdo
네가 날 빤히 볼 때면
l'm tipsy cause you baby
널 만날 때 난 아침부터 노랠 불러 나도 모르게
소리쳐 이렇게 혹시 너의 눈에 띌까 이렇게
Give me your love,
I'll give you anything
네 맘은 열리지 않네 하나도
그래도 갖고 싶은걸 갖고 싶은 널 갖고 싶어 나
포기하려다가도 넌 여지를 던져 또
미끼인 걸 알아도 난 또 난 또
난 aqua man 이에요수영해어장에서 헤엄
이런 삶 나쁘진 않아 but please look at me
난 aqua man 이에요 수영해 너의 어장에서 헤엄
우리 관계 난 알아
그래도 좋은 걸 어째
혹시나 전화 올까 밤에 상시 대기해
전화 오면 못 받을까 봐
잠을 안자 (잠이 많은 내가)
너 전화에는 잠을 깨 마치 알람시계
이젠 너도 내게 오면 좋을 텐데
잡힐 듯 말 듯 멀어지는 너
경고해 내 맘 변할지 몰라
Give me your love,
I'll give you anything
네 맘은 열리지 않네 하나도
그래도 갖고 싶은 걸 갖고 싶은 널 갖고 싶어 나
포기하려다가도 넌 여지를 던져 또
미끼인 걸 알아도 난 또 난 또",2024.09.26
Dance with my memory,The Hills (더 힐스),72,"When I was seventeen
You were sitting next to me
You used to love Travis
the “3Times And You Lose”

Do you want some candy?
Whatever you gave me was good
Still sweet and sweet

It’s a long long time ago
On a rainy day,
We walked in the rain together

You said, ""It's okay if you get rained on""
Umm

I still remember

I, I fell in love
In your brown eyes
Like the way you talk

We fell in love
We don’t care where we are
‘Cause we’ll be dancing forever

oh

All the things you are
And everything you need
Where you want to go
Let me know

Everytime you touch me
You remind me that I’m still alive

It’s a long long time ago
On a rainy day,
We walked in the rain together

You said, ""It's okay if you get rained on""
Umm

I still remember

I, I fell in love
In your brown eyes
Like the way you talk

We fell in love
We don’t care where we are
‘Cause we’ll be dancing forever

oh",2024.09.26
chocolate love,이서진,80,"네가 제일 잘 보이는 곳에
내 마음을 두고 올게
What else do need to say
네가 제일 좋아하는 스트로베리로
만든 레드카펫
그냥 오기만 하면 돼

어서와
너만을 위해 만든 방
너에게만 주어진 나의 key
너한테만 알려줄게 지름길
네 앞에
무엇이든 나타나게 해줄게
원하는건 말만 해줘
It's like chocolate love

Everytime I see you
Whenever l'm with you
너와 내가 함께인 이유
I got you
Everytime I see you
Whenever l'm with you
너와 내가 함께인 이유
I got you


너만을 위한 공연
널 위해 다들 모여
딱 한 장의 티켓 주인은 너야
영원한 약속은 없겠지만
영원 대신 오래 오래도록
달콤한 사랑을 oh 내게 줘

어서와
너만을 위해 만든 방
너에게만 주어진 나의 key
너한테만 알려줄게 지름길
네 앞에
무엇이든 나타나게 해줄게
원하는건 말만 해줘
It's like chocolate love

Everytime I see you
Whenever l'm with you
너와 내가 함께인 이유
I got you
Everytime I see you
Whenever l'm with you
너와 내가 함께인 이유
I got you

수많은 가짜 속에
진짜는 딱 하나야
Only open to you
그게 너였으면 해
It's like chocolate love
네가 좋은게 나도 좋아
더 네 맘을 말해줘

녹지 않는 젤리 캔디
얼마든지 가져가
너무 달콤한건 믿지마
너와 함께 날아가고파

나만의 sweetie honey baby
구름 위로 날고 있는 기분
어떤지 말해줄래
계속 너와 함께 있을래",2024.09.26
you used to,Sasha Snow,1,"You used to give me everything you had
You used to be on my side with the hate, yeah
You used to put up with me all the time
Driving me around, keeping sound, yeah

And I used to tell you everything, nuh-uh
I used to say everything in my mind, nuh-uh
Thought I was being honest
Being honest with myself when hiding was your choice, yeah

And there was you
Hurting inside, dying inside
And I didn’t know
Thought I was healing from you
And there was you
Losing yourself, all cause of me
I didn’t know what I was doing you

And I’m sorry (sorry)
For everything I said, all the things said, yeah
I’m sorry (sorry)
For loving you, using you, losing you
I’m so sorry
I know I messed it all up, no
I’m so sorry
Sorry can’t do anything to you now

I used to trust everything
I used to trust all the promises you made
I used to have faith in you
‘Til you OD-ed til none’s left

And I used to give all the chance
I used to give all the chances I could
You went on wastin’ it all
Don’t really know how one could, nuh

And there was me
Losing myself, changing myself
I didn’t know, thought I was keeping my words
And there was me
Losing myself, all cause of love
I didn’t know it wasn’t love it was grave

And I’m sorry
Sorry for everything I said me, all the things said, yeah
I’m sorry
Sorry for not loving me, putting me first
I’m so sorry
I know I messed it all up, no
I’m so sorry
Time to move on for myself now, yeah

Woo-woo-woo-woo-woo-woo
Woo-woo-woo-woo-woo-woo",2024.09.26
